Recipe Key,recipe_wearable_leather_chest_hunter_a_t2_rare
Recipe Name,Hunter's Jerkin of the Hidden Fang II
Skill,skill_leatherworking
UnlockAtSkillLevel,0
SkillDifficulty,18
XPMultiplier,5.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1630,1771,1913,35,104
1,4%,1570,1706,1843,36,103
2,4%,1510,1642,1773,37,101
3,4%,1451,1577,1703,38,100
4,4%,1391,1512,1633,39,98
5,4%,1331,1447,1563,40,96
6,4%,1272,1382,1493,41,95
7,4%,1212,1318,1423,42,93
8,5%,1153,1253,1353,43,108
9,9%,1093,1188,1283,44,151
10,16%,1033,1123,1213,45,217
11,26%,974,1058,1143,46,308
12,39%,914,994,1073,47,416
13,54%,854,929,1003,48,523
14,68%,795,864,933,49,605
15,80%,735,799,863,50,647
16,88%,676,734,793,50,651
17,93%,616,670,723,50,626
18,100%,30,33,36,,33
19,100%,28,30,32,,30
20,100%,25,27,29,,27
21,100%,22,24,26,,24
22,100%,19,21,23,,21
23,100%,17,18,19,,18
24,100%,14,15,16,,15
25,100%,11,12,13,,12
26,100%,8,9,10,,9
27,100%,6,6,6,,6
28+,100%,3,3,3,,3
