Recipe Key,recipe_wearable_leather_legs_hunter_tn_t2_uncommon
Recipe Name,recipe_wearable_leather_legs_hunter_tn_t2_uncommon
Skill,skill_leatherworking
UnlockAtSkillLevel,7
SkillDifficulty,16
XPMultiplier,2.5
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
7,9%,506,550,594,35,83
8,16%,478,520,562,36,113
9,26%,451,490,529,37,154
10,39%,423,460,497,38,202
11,54%,396,430,464,39,250
12,68%,368,400,432,40,286
13,80%,340,370,400,41,303
14,88%,313,340,367,42,304
15,93%,285,310,335,43,291
16,100%,29,31,33,,31
17,100%,26,28,30,,28
18,100%,23,25,27,,25
19,100%,20,22,24,,22
20,100%,17,19,21,,19
21,100%,15,16,17,,16
22,100%,12,13,14,,13
23,100%,9,10,11,,10
24,100%,6,7,8,,7
25,100%,4,4,4,,4
26+,100%,1,1,1,,1
