Recipe Key,recipe_wearable_leather_arms_pilgrim_0_t1_common
Recipe Name,Pilgrim's Bracers
Skill,skill_leatherworking
UnlockAtSkillLevel,4
SkillDifficulty,9
XPMultiplier,1.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
4,54%,206,224,241,35,137
5,68%,191,208,225,36,153
6,80%,177,192,208,37,161
7,88%,163,177,191,38,160
8,93%,148,161,174,39,153
9,100%,22,24,26,,24
10,100%,19,21,23,,21
11,100%,17,18,19,,18
12,100%,14,15,16,,15
13,100%,11,12,13,,12
14,100%,8,9,10,,9
15,100%,6,6,6,,6
16,100%,3,3,3,,3
17,100%,0,0,0,,0
18,100%,0,0,0,,0
19+,100%,0,0,0,,0
