Recipe Key,recipe_wearable_leather_legs_templar_lgm_t4_rare
Recipe Name,recipe_wearable_leather_legs_templar_lgm_t4_rare
Skill,skill_leatherworking
UnlockAtSkillLevel,0
SkillDifficulty,39
XPMultiplier,13.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,7072,7687,8302,38,344
1,4%,6926,7528,8130,39,339
2,4%,6779,7368,7958,40,333
3,4%,6632,7209,7785,41,328
4,4%,6485,7049,7613,42,322
5,4%,6338,6889,7441,43,317
6,4%,6191,6730,7268,44,311
7,4%,6045,6570,7096,45,306
8,4%,5898,6411,6923,46,301
9,4%,5751,6251,6751,47,295
10,4%,5604,6091,6579,48,290
11,4%,5457,5932,6406,49,284
12,4%,5310,5772,6234,50,279
13,4%,5164,5613,6062,50,273
14,4%,5017,5453,5889,50,266
15,4%,4870,5293,5717,50,260
16,4%,4723,5134,5545,50,253
17,4%,4576,4974,5372,50,247
18,4%,4429,4815,5200,50,241
19,4%,4283,4655,5027,50,234
20,4%,4136,4495,4855,50,228
21,4%,3989,4336,4683,50,221
22,4%,3842,4176,4510,50,215
23,4%,3695,4017,4338,50,209
24,4%,3548,3857,4166,50,202
25,4%,3402,3697,3993,50,196
26,4%,3255,3538,3821,50,190
27,4%,3108,3378,3648,50,183
28,4%,2961,3219,3476,50,177
29,5%,2814,3059,3304,50,211
30,9%,2667,2899,3131,50,318
31,16%,2521,2740,2959,50,480
32,26%,2374,2580,2787,50,704
33,39%,2227,2421,2614,50,974
34,54%,2080,2261,2442,50,1242
35,68%,1933,2101,2270,50,1449
36,80%,1786,1942,2097,50,1558
37,88%,1640,1782,1925,50,1571
38,93%,1493,1623,1752,50,1512
39,100%,50,54,58,,54
40,100%,47,51,55,,51
41,100%,44,48,52,,48
42,100%,41,45,49,,45
43,100%,39,42,45,,42
44,100%,36,39,42,,39
45,100%,33,36,39,,36
46,100%,30,33,36,,33
47,100%,28,30,32,,30
48,100%,25,27,29,,27
49+,100%,22,24,26,,24
