Recipe Key,recipe_wearable_leather_legs_templar_lgm_t4_common
Recipe Name,Vanguard's Breeches of Holy Strikes IV
Skill,skill_leatherworking
UnlockAtSkillLevel,19
SkillDifficulty,33
XPMultiplier,3.9
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
19,4%,997,1084,1171,38,80
20,4%,954,1037,1120,39,79
21,4%,911,991,1070,40,78
22,4%,868,944,1019,41,77
23,5%,825,897,969,42,88
24,9%,782,850,918,43,119
25,16%,739,803,868,44,165
26,26%,696,757,817,45,229
27,39%,653,710,767,46,305
28,54%,610,663,716,47,379
29,68%,567,616,665,48,436
30,80%,524,569,615,49,464
31,88%,481,523,564,50,465
32,93%,438,476,514,50,446
33,100%,44,48,52,,48
34,100%,41,45,49,,45
35,100%,39,42,45,,42
36,100%,36,39,42,,39
37,100%,33,36,39,,36
38,100%,30,33,36,,33
39,100%,28,30,32,,30
40,100%,25,27,29,,27
41,100%,22,24,26,,24
42,100%,19,21,23,,21
43+,100%,17,18,19,,18
