Recipe Key,recipe_activatable_potion_potion_of_protection_medium_61
Recipe Name,Aegis Potion IX
Skill,skill_alchemy
UnlockAtSkillLevel,0
SkillDifficulty,32
XPMultiplier,3.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1045,1136,1226,20,65
1,4%,1020,1108,1197,20,64
2,4%,995,1081,1168,20,62
3,4%,970,1054,1138,20,61
4,4%,945,1027,1109,20,60
5,4%,920,1000,1080,21,60
6,4%,895,972,1050,22,60
7,4%,870,945,1021,23,60
8,4%,845,918,991,24,60
9,4%,820,891,962,25,60
10,4%,795,864,933,26,60
11,4%,769,836,903,27,59
12,4%,744,809,874,28,59
13,4%,719,782,845,29,59
14,4%,694,755,815,30,59
15,4%,669,728,786,31,59
16,4%,644,700,756,32,59
17,4%,619,673,727,33,59
18,4%,594,646,698,34,58
19,4%,569,619,668,35,58
20,4%,544,592,639,36,58
21,4%,519,564,610,37,58
22,5%,494,537,580,38,65
23,9%,469,510,551,39,83
24,16%,444,483,521,40,111
25,26%,419,456,492,41,148
26,39%,394,428,463,42,193
27,54%,369,401,433,43,236
28,68%,344,374,404,44,269
29,80%,319,347,375,45,286
30,88%,294,320,345,46,286
31,93%,269,292,316,47,275
32,100%,40,44,48,,44
33,100%,37,40,43,,40
34,100%,33,36,39,,36
35,100%,29,32,35,,32
36,100%,26,28,30,,28
37,100%,22,24,26,,24
38,100%,18,20,22,,20
39,100%,15,16,17,,16
40,100%,11,12,13,,12
41,100%,7,8,9,,8
42+,100%,4,4,4,,4
