Recipe Key,recipe_item_material_enchanting_extract_fine
Recipe Name,Ambergrasp Concentrate
Skill,skill_alchemy
UnlockAtSkillLevel,0
SkillDifficulty,24
XPMultiplier,2.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,576,626,676,20,44
1,4%,559,607,656,20,43
2,4%,542,589,636,20,43
3,4%,525,570,616,20,42
4,4%,508,552,596,20,41
5,4%,491,534,576,20,41
6,4%,474,515,556,20,40
7,4%,457,497,537,20,39
8,4%,440,478,517,21,39
9,4%,423,460,497,22,40
10,4%,406,442,477,23,40
11,4%,389,423,457,24,40
12,4%,372,405,437,25,40
13,4%,355,386,417,26,40
14,5%,339,368,397,27,45
15,9%,322,350,378,28,58
16,16%,305,331,358,29,77
17,26%,288,313,338,30,103
18,39%,271,294,318,31,134
19,54%,254,276,298,32,164
20,68%,237,258,278,33,186
21,80%,220,239,258,34,198
22,88%,203,221,238,35,198
23,93%,186,202,219,36,191
24,100%,33,36,39,,36
25,100%,29,32,35,,32
26,100%,26,28,30,,28
27,100%,22,24,26,,24
28,100%,18,20,22,,20
29,100%,15,16,17,,16
30,100%,11,12,13,,12
31,100%,7,8,9,,8
32,100%,4,4,4,,4
33,100%,0,0,0,,0
34+,100%,0,0,0,,0
