Recipe Key,recipe_activatable_potion_potion_of_vitality_medium_64
Recipe Name,Minor Tonic of Vitality III
Skill,skill_alchemy
UnlockAtSkillLevel,0
SkillDifficulty,33
XPMultiplier,3.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,1133,1231,1330,20,68
1,4%,1106,1202,1299,20,67
2,4%,1080,1174,1267,20,66
3,4%,1053,1145,1236,20,65
4,4%,1027,1116,1205,20,64
5,4%,1000,1087,1174,21,64
6,4%,974,1058,1143,22,63
7,4%,947,1030,1112,23,63
8,4%,921,1001,1081,24,63
9,4%,894,972,1050,25,63
10,4%,868,943,1019,26,63
11,4%,841,914,988,27,62
12,4%,815,886,956,28,62
13,4%,788,857,925,29,62
14,4%,762,828,894,30,62
15,4%,735,799,863,31,62
16,4%,709,770,832,32,62
17,4%,682,742,801,33,61
18,4%,656,713,770,34,61
19,4%,629,684,739,35,61
20,4%,603,655,708,36,61
21,4%,576,626,677,37,61
22,4%,550,598,645,38,60
23,5%,523,569,614,39,67
24,9%,497,540,583,40,87
25,16%,470,511,552,41,116
26,26%,444,482,521,42,156
27,39%,417,454,490,43,203
28,54%,391,425,459,44,249
29,68%,364,396,428,45,284
30,80%,338,367,397,46,302
31,88%,311,338,365,47,303
32,93%,285,310,334,48,291
33,100%,41,45,49,,45
34,100%,38,41,44,,41
35,100%,34,37,40,,37
36,100%,30,33,36,,33
37,100%,27,29,31,,29
38,100%,23,25,27,,25
39,100%,19,21,23,,21
40,100%,16,17,18,,17
41,100%,12,13,14,,13
42,100%,8,9,10,,9
43+,100%,5,5,5,,5
