Recipe Key,recipe_item_material_ingot_silver
Recipe Name,recipe_item_material_ingot_silver
Skill,skill_blacksmithing
UnlockAtSkillLevel,20
SkillDifficulty,30
XPMultiplier,3.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
20,5%,635,690,745,38,73
21,9%,602,654,706,39,97
22,16%,569,618,667,40,132
23,26%,535,582,629,41,181
24,39%,502,546,590,42,238
25,54%,469,510,551,43,295
26,68%,436,474,512,44,337
27,80%,403,438,473,45,358
28,88%,370,402,434,46,359
29,93%,337,366,395,47,344
30,100%,41,45,49,,45
31,100%,39,42,45,,42
32,100%,36,39,42,,39
33,100%,33,36,39,,36
34,100%,30,33,36,,33
35,100%,28,30,32,,30
36,100%,25,27,29,,27
37,100%,22,24,26,,24
38,100%,19,21,23,,21
39,100%,17,18,19,,18
40+,100%,14,15,16,,15
