Recipe Key,recipe_item_material_spear_shaft
Recipe Name,recipe_item_material_spear_shaft
Skill,skill_blacksmithing
UnlockAtSkillLevel,6
SkillDifficulty,13
XPMultiplier,1.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
6,26%,289,314,339,35,107
7,39%,271,294,318,36,137
8,54%,253,275,297,37,165
9,68%,236,256,276,38,187
10,80%,218,237,256,39,197
11,88%,200,218,235,40,196
12,93%,183,198,214,41,187
13,100%,26,28,30,,28
14,100%,23,25,27,,25
15,100%,20,22,24,,22
16,100%,17,19,21,,19
17,100%,15,16,17,,16
18,100%,12,13,14,,13
19,100%,9,10,11,,10
20,100%,6,7,8,,7
21,100%,4,4,4,,4
22,100%,1,1,1,,1
23+,100%,0,0,0,,0
