Recipe Key,recipe_item_material_wrought_iron_arrowhead
Recipe Name,recipe_item_material_wrought_iron_arrowhead
Skill,skill_blacksmithing
UnlockAtSkillLevel,16
SkillDifficulty,30
XPMultiplier,2.9
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
16,4%,742,806,871,38,69
17,4%,710,771,833,39,68
18,4%,678,737,796,40,68
19,4%,646,702,758,41,67
20,5%,614,667,720,42,75
21,9%,582,632,683,43,98
22,16%,550,597,645,44,132
23,26%,518,563,608,45,179
24,39%,486,528,570,46,234
25,54%,454,493,532,47,288
26,68%,422,458,495,48,328
27,80%,390,423,457,49,348
28,88%,358,389,420,50,347
29,93%,325,354,382,50,332
30,100%,41,45,49,,45
31,100%,39,42,45,,42
32,100%,36,39,42,,39
33,100%,33,36,39,,36
34,100%,30,33,36,,33
35,100%,28,30,32,,30
36,100%,25,27,29,,27
37,100%,22,24,26,,24
38,100%,19,21,23,,21
39,100%,17,18,19,,18
40+,100%,14,15,16,,15
