Recipe Key,recipe_item_material_ingot_wrought_iron
Recipe Name,recipe_item_material_ingot_wrought_iron
Skill,skill_blacksmithing
UnlockAtSkillLevel,10
SkillDifficulty,20
XPMultiplier,2.0
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
10,5%,427,464,501,35,58
11,9%,405,440,475,36,74
12,16%,383,416,449,37,98
13,26%,361,392,423,38,129
14,39%,339,368,397,39,167
15,54%,316,344,372,40,204
16,68%,294,320,346,41,231
17,80%,272,296,320,42,245
18,88%,250,272,294,43,244
19,93%,228,248,268,44,234
20,100%,32,35,38,,35
21,100%,29,32,35,,32
22,100%,27,29,31,,29
23,100%,24,26,28,,26
24,100%,21,23,25,,23
25,100%,18,20,22,,20
26,100%,16,17,18,,17
27,100%,13,14,15,,14
28,100%,10,11,12,,11
29,100%,7,8,9,,8
30+,100%,5,5,5,,5
