Recipe Key,recipe_item_prop_streetsign_blacksmith_iron
Recipe Name,recipe_item_prop_streetsign_blacksmith_iron
Skill,skill_blacksmithing
UnlockAtSkillLevel,16
SkillDifficulty,22
XPMultiplier,2.3
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
16,39%,389,423,457,35,186
17,54%,364,396,427,36,230
18,68%,339,368,397,37,263
19,80%,313,340,368,38,279
20,88%,288,313,338,39,279
21,93%,262,285,308,40,268
22,100%,34,37,40,,37
23,100%,31,34,37,,34
24,100%,29,31,33,,31
25,100%,26,28,30,,28
26,100%,23,25,27,,25
27,100%,20,22,24,,22
28,100%,17,19,21,,19
29,100%,15,16,17,,16
30,100%,12,13,14,,13
31,100%,9,10,11,,10
32+,100%,6,7,8,,7
