Recipe Key,recipe_wearable_cloth_chest_pilgrim_bol2_t4_rare
Recipe Name,Pilgrim's Tunic IV
Skill,skill_tailoring
UnlockAtSkillLevel,0
SkillDifficulty,37
XPMultiplier,11.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,6014,6537,7060,38,298
1,4%,5884,6396,6907,39,293
2,4%,5754,6254,6754,40,289
3,4%,5623,6112,6601,41,284
4,4%,5493,5971,6448,42,279
5,4%,5363,5829,6296,43,274
6,4%,5233,5688,6143,44,270
7,4%,5102,5546,5990,45,265
8,4%,4972,5404,5837,46,260
9,4%,4842,5263,5684,47,256
10,4%,4712,5121,5531,48,251
11,4%,4581,4980,5378,49,246
12,4%,4451,4838,5225,50,242
13,4%,4321,4696,5072,50,236
14,4%,4190,4555,4919,50,230
15,4%,4060,4413,4766,50,225
16,4%,3930,4272,4613,50,219
17,4%,3800,4130,4460,50,213
18,4%,3669,3988,4307,50,208
19,4%,3539,3847,4155,50,202
20,4%,3409,3705,4002,50,196
21,4%,3279,3564,3849,50,191
22,4%,3148,3422,3696,50,185
23,4%,3018,3280,3543,50,179
24,4%,2888,3139,3390,50,174
25,4%,2757,2997,3237,50,168
26,4%,2627,2856,3084,50,162
27,5%,2497,2714,2931,50,193
28,9%,2367,2572,2778,50,287
29,16%,2236,2431,2625,50,430
30,26%,2106,2289,2472,50,629
31,39%,1976,2148,2319,50,868
32,54%,1846,2006,2166,50,1105
33,68%,1715,1864,2014,50,1288
34,80%,1585,1723,1861,50,1384
35,88%,1455,1581,1708,50,1395
36,93%,1324,1440,1555,50,1342
37,100%,48,52,56,,52
38,100%,45,49,53,,49
39,100%,42,46,50,,46
40,100%,40,43,46,,43
41,100%,37,40,43,,40
42,100%,34,37,40,,37
43,100%,31,34,37,,34
44,100%,29,31,33,,31
45,100%,26,28,30,,28
46,100%,23,25,27,,25
47+,100%,20,22,24,,22
