Recipe Key,recipe_wearable_cloth_legs_cleric_cg_t2_uncommon
Recipe Name,recipe_wearable_cloth_legs_cleric_cg_t2_uncommon
Skill,skill_tailoring
UnlockAtSkillLevel,7
SkillDifficulty,16
XPMultiplier,2.6
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
7,9%,526,572,618,35,85
8,16%,498,541,584,36,117
9,26%,469,510,550,37,159
10,39%,440,478,517,38,210
11,54%,411,447,483,39,259
12,68%,383,416,449,40,296
13,80%,354,385,416,41,315
14,88%,325,354,382,42,316
15,93%,297,322,348,43,303
16,100%,29,31,33,,31
17,100%,26,28,30,,28
18,100%,23,25,27,,25
19,100%,20,22,24,,22
20,100%,17,19,21,,19
21,100%,15,16,17,,16
22,100%,12,13,14,,13
23,100%,9,10,11,,10
24,100%,6,7,8,,7
25,100%,4,4,4,,4
26+,100%,1,1,1,,1
