Recipe Key,recipe_item_material_cotton_cloth
Recipe Name,recipe_item_material_cotton_cloth
Skill,skill_tailoring
UnlockAtSkillLevel,20
SkillDifficulty,30
XPMultiplier,2.9
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
20,5%,614,667,720,38,72
21,9%,582,632,683,39,95
22,16%,550,597,645,40,129
23,26%,518,563,608,41,176
24,39%,486,528,570,42,231
25,54%,454,493,532,43,286
26,68%,422,458,495,44,327
27,80%,390,423,457,45,347
28,88%,358,389,420,46,347
29,93%,325,354,382,47,332
30,100%,41,45,49,,45
31,100%,39,42,45,,42
32,100%,36,39,42,,39
33,100%,33,36,39,,36
34,100%,30,33,36,,33
35,100%,28,30,32,,30
36,100%,25,27,29,,27
37,100%,22,24,26,,24
38,100%,19,21,23,,21
39,100%,17,18,19,,18
40+,100%,14,15,16,,15
