Recipe Key,recipe_wearable_cloth_legs_cleric_cg_t2_common
Recipe Name,recipe_wearable_cloth_legs_cleric_cg_t2_common
Skill,skill_tailoring
UnlockAtSkillLevel,6
SkillDifficulty,13
XPMultiplier,1.8
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
6,26%,325,353,381,35,117
7,39%,305,331,358,36,151
8,54%,285,310,334,37,184
9,68%,265,288,311,38,209
10,80%,245,266,288,39,220
11,88%,225,245,264,40,220
12,93%,205,223,241,41,210
13,100%,26,28,30,,28
14,100%,23,25,27,,25
15,100%,20,22,24,,22
16,100%,17,19,21,,19
17,100%,15,16,17,,16
18,100%,12,13,14,,13
19,100%,9,10,11,,10
20,100%,6,7,8,,7
21,100%,4,4,4,,4
22,100%,1,1,1,,1
23+,100%,0,0,0,,0
