Recipe Key,recipe_wearable_cloth_chest_shepherd_rm_t2_uncommon
Recipe Name,recipe_wearable_cloth_chest_shepherd_rm_t2_uncommon
Skill,skill_tailoring
UnlockAtSkillLevel,7
SkillDifficulty,15
XPMultiplier,2.4
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
7,16%,459,499,539,35,109
8,26%,433,470,508,36,148
9,39%,406,442,477,37,195
10,54%,380,413,446,38,240
11,68%,353,384,415,39,274
12,80%,327,355,384,40,291
13,88%,300,326,353,41,292
14,93%,274,298,321,42,280
15,100%,28,30,32,,30
16,100%,25,27,29,,27
17,100%,22,24,26,,24
18,100%,19,21,23,,21
19,100%,17,18,19,,18
20,100%,14,15,16,,15
21,100%,11,12,13,,12
22,100%,8,9,10,,9
23,100%,6,6,6,,6
24,100%,3,3,3,,3
25+,100%,0,0,0,,0
