Recipe Key,recipe_wearable_cloth_feet_pilgrim_boj2_t3_uncommon
Recipe Name,recipe_wearable_cloth_feet_pilgrim_boj2_t3_uncommon
Skill,skill_tailoring
UnlockAtSkillLevel,13
SkillDifficulty,27
XPMultiplier,3.7
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
13,4%,946,1029,1111,38,78
14,4%,905,984,1063,39,77
15,4%,865,940,1015,40,76
16,4%,824,895,967,41,75
17,5%,783,851,919,42,85
18,9%,742,807,871,43,115
19,16%,701,762,823,44,159
20,26%,660,718,775,45,219
21,39%,620,673,727,46,291
22,54%,579,629,679,47,361
23,68%,538,585,631,48,414
24,80%,497,540,583,49,441
25,88%,456,496,535,50,442
26,93%,415,451,488,50,423
27,100%,39,42,45,,42
28,100%,36,39,42,,39
29,100%,33,36,39,,36
30,100%,30,33,36,,33
31,100%,28,30,32,,30
32,100%,25,27,29,,27
33,100%,22,24,26,,24
34,100%,19,21,23,,21
35,100%,17,18,19,,18
36,100%,14,15,16,,15
37+,100%,11,12,13,,12
