Recipe Key,recipe_wearable_cloth_feet_shepherd_rd_t2_rare
Recipe Name,recipe_wearable_cloth_feet_shepherd_rd_t2_rare
Skill,skill_tailoring
UnlockAtSkillLevel,0
SkillDifficulty,21
XPMultiplier,6.1
Station,

Skill Level,Success Chance,XP (Success) Min,XP (Success) Avg,XP (Success) Max,XP (Failure) Avg,XP (Expected) Avg
0,4%,2043,2220,2398,35,122
1,4%,1975,2147,2319,36,120
2,4%,1908,2074,2240,37,118
3,4%,1841,2001,2161,38,117
4,4%,1773,1928,2082,39,115
5,4%,1706,1854,2003,40,113
6,4%,1639,1781,1924,41,111
7,4%,1571,1708,1845,42,109
8,4%,1504,1635,1766,43,107
9,4%,1437,1562,1687,44,105
10,4%,1369,1488,1607,45,103
11,5%,1302,1415,1528,46,119
12,9%,1235,1342,1449,47,169
13,16%,1167,1269,1370,48,243
14,26%,1100,1196,1291,49,345
15,39%,1033,1122,1212,50,468
16,54%,965,1049,1133,50,589
17,68%,898,976,1054,50,682
18,80%,831,903,975,50,730
19,88%,763,830,896,50,735
20,93%,696,756,817,50,707
21,100%,33,36,39,,36
22,100%,30,33,36,,33
23,100%,28,30,32,,30
24,100%,25,27,29,,27
25,100%,22,24,26,,24
26,100%,19,21,23,,21
27,100%,17,18,19,,18
28,100%,14,15,16,,15
29,100%,11,12,13,,12
30,100%,8,9,10,,9
31+,100%,6,6,6,,6
